date,precipitation,temp_max,temp_min,wind,weather,temperature,temperature.1,temperature.2,temperature.3,temperature.4,temperature.5,temperature.6,temperature.7,temperature.8,temperature.9,temperature.10,temperature.11,temperature.12,temperature.13,temperature.14,temperature
2012-01-16,2.5,1.7,-2.8,5.0,snow,5.0,-0.5499999999999999,-0.5499999999999999,-0.5499999999999999,-0.5499999999999999,-0.5499999999999999,-0.5499999999999999,-0.5499999999999999,-0.5499999999999999,-0.5499999999999999,-0.5499999999999999,-0.5499999999999999,-0.5499999999999999,-0.5499999999999999,-0.5499999999999999,-0.5499999999999999
2012-01-17,8.1,3.3,0.0,5.6,snow,6.4,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65,1.65
2012-01-18,19.8,0.0,-2.8,5.0,snow,5.0,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4,-1.4
2012-01-19,15.2,-1.1,-2.8,1.6,snow,5.0,-1.95,-1.95,-1.95,-1.95,-1.95,-1.95,-1.95,-1.95,-1.95,-1.95,-1.95,-1.95,-1.95,-1.95,-1.95
2012-01-20,13.5,7.2,-1.1,2.3,snow,5.8500000000000005,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05
2012-01-21,3.0,8.3,3.3,8.2,rain,8.05,5.800000000000001,5.800000000000001,5.800000000000001,5.800000000000001,5.800000000000001,5.800000000000001,5.800000000000001,5.800000000000001,5.800000000000001,5.800000000000001,5.800000000000001,5.800000000000001,5.800000000000001,5.800000000000001,5.800000000000001
2012-01-22,6.1,6.7,2.2,4.8,rain,7.5,4.45,4.45,4.45,4.45,4.45,4.45,4.45,4.45,4.45,4.45,4.45,4.45,4.45,4.45,4.45
2012-01-23,0.0,8.3,1.1,3.6,rain,6.95,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.7
2012-01-24,8.6,10.0,2.2,5.1,rain,7.5,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1
2012-01-25,8.1,8.9,4.4,5.4,rain,8.600000000000001,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65
2012-01-26,4.8,8.9,1.1,4.8,rain,6.95,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2012-01-27,0.0,6.7,-2.2,1.4,drizzle,5.300000000000001,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25
2012-01-28,0.0,6.7,0.6,2.2,rain,6.7,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65,3.65
2012-01-29,27.7,9.4,3.9,4.5,rain,8.35,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65
2012-01-30,3.6,8.3,6.1,5.1,rain,9.45,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2
2012-01-31,1.8,9.4,6.1,3.9,rain,9.45,7.75,7.75,7.75,7.75,7.75,7.75,7.75,7.75,7.75,7.75,7.75,7.75,7.75,7.75,7.75
2012-02-01,13.5,8.9,3.3,2.7,rain,8.05,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1
2012-02-02,0.0,8.3,1.7,2.6,sun,7.25,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2012-02-03,0.0,14.4,2.2,5.3,sun,7.5,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3
2012-02-04,0.0,15.6,5.0,4.3,sun,8.9,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3
2012-02-05,0.0,13.9,1.7,2.9,sun,7.25,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8,7.8
2012-02-06,0.0,16.1,1.7,5.0,sun,7.25,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9
2012-02-07,0.3,15.6,7.8,5.3,rain,10.3,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7
2012-02-08,2.8,10.0,5.0,2.7,rain,8.9,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5
2012-02-09,2.5,11.1,7.8,2.4,rain,10.3,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45
2012-02-10,2.5,12.8,6.7,3.0,rain,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75
2012-02-11,0.8,8.9,5.6,3.4,rain,9.2,7.25,7.25,7.25,7.25,7.25,7.25,7.25,7.25,7.25,7.25,7.25,7.25,7.25,7.25,7.25
2012-02-12,1.0,8.3,5.0,1.3,rain,8.9,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65
2012-02-13,11.4,7.2,4.4,1.4,rain,8.600000000000001,5.800000000000001,5.800000000000001,5.800000000000001,5.800000000000001,5.800000000000001,5.800000000000001,5.800000000000001,5.800000000000001,5.800000000000001,5.800000000000001,5.800000000000001,5.800000000000001,5.800000000000001,5.800000000000001,5.800000000000001
2012-02-14,2.5,6.7,1.1,3.1,rain,6.95,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9000000000000004
2012-02-15,0.0,7.2,0.6,1.8,drizzle,6.7,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9
2012-02-16,1.8,7.2,3.3,2.1,rain,8.05,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25
2012-02-17,17.3,10.0,4.4,3.4,rain,8.600000000000001,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2
2012-02-18,6.4,6.7,3.9,8.1,rain,8.35,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3
2012-02-19,0.0,6.7,2.2,4.7,sun,7.5,4.45,4.45,4.45,4.45,4.45,4.45,4.45,4.45,4.45,4.45,4.45,4.45,4.45,4.45,4.45
2012-02-20,3.0,7.8,1.7,2.9,rain,7.25,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75
2012-02-21,0.8,10.0,7.8,7.5,rain,10.3,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9
2012-02-22,8.6,10.0,2.8,5.9,rain,7.800000000000001,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4
2012-02-23,0.0,8.3,2.8,3.9,sun,7.800000000000001,5.550000000000001,5.550000000000001,5.550000000000001,5.550000000000001,5.550000000000001,5.550000000000001,5.550000000000001,5.550000000000001,5.550000000000001,5.550000000000001,5.550000000000001,5.550000000000001,5.550000000000001,5.550000000000001,5.550000000000001
2012-02-24,11.4,6.7,4.4,3.5,rain,8.600000000000001,5.550000000000001,5.550000000000001,5.550000000000001,5.550000000000001,5.550000000000001,5.550000000000001,5.550000000000001,5.550000000000001,5.550000000000001,5.550000000000001,5.550000000000001,5.550000000000001,5.550000000000001,5.550000000000001,5.550000000000001
2012-02-25,0.0,7.2,2.8,6.4,rain,7.800000000000001,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2012-02-26,1.3,5.0,-1.1,3.4,snow,5.8500000000000005,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95,1.95
2012-02-27,0.0,6.7,-2.2,3.0,sun,5.300000000000001,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25
2012-02-28,3.6,6.7,-0.6,4.2,snow,6.1000000000000005,3.0500000000000003,3.0500000000000003,3.0500000000000003,3.0500000000000003,3.0500000000000003,3.0500000000000003,3.0500000000000003,3.0500000000000003,3.0500000000000003,3.0500000000000003,3.0500000000000003,3.0500000000000003,3.0500000000000003,3.0500000000000003,3.0500000000000003
2012-02-29,0.8,5.0,1.1,7.0,snow,6.95,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05
2012-03-01,0.0,6.1,1.1,3.1,sun,6.95,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.5999999999999996
2012-03-02,2.0,6.7,3.9,5.1,rain,8.35,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3
2012-03-03,0.0,12.2,6.7,7.0,sun,9.75,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45
2012-03-04,0.0,10.6,6.7,5.6,rain,9.75,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65,8.65
2012-03-05,6.9,7.8,1.1,6.2,rain,6.95,4.45,4.45,4.45,4.45,4.45,4.45,4.45,4.45,4.45,4.45,4.45,4.45,4.45,4.45,4.45
2012-03-06,0.5,6.7,0.0,2.7,snow,6.4,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35,3.35
2012-03-07,0.0,8.9,-1.7,2.7,sun,5.550000000000001,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6
2012-03-08,0.0,15.6,0.6,2.5,sun,6.7,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1
2012-03-09,3.6,9.4,5.0,2.8,rain,8.9,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2
2012-03-10,10.4,7.2,6.1,3.4,rain,9.45,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65
2012-03-11,13.7,6.7,2.8,5.8,rain,7.800000000000001,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75,4.75
2012-03-12,19.3,8.3,0.6,6.2,snow,6.7,4.45,4.45,4.45,4.45,4.45,4.45,4.45,4.45,4.45,4.45,4.45,4.45,4.45,4.45,4.45
2012-03-13,9.4,5.6,0.6,5.3,snow,6.7,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.0999999999999996
2012-03-14,8.6,7.8,1.1,4.7,rain,6.95,4.45,4.45,4.45,4.45,4.45,4.45,4.45,4.45,4.45,4.45,4.45,4.45,4.45,4.45,4.45
2012-03-15,23.9,11.1,5.6,5.8,snow,9.2,8.35,8.35,8.35,8.35,8.35,8.35,8.35,8.35,8.35,8.35,8.35,8.35,8.35,8.35,8.35
2012-03-16,8.4,8.9,3.9,5.1,rain,8.35,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4
2012-03-17,9.4,10.0,0.6,3.8,snow,6.7,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3
2012-03-18,3.6,5.0,-0.6,2.7,rain,6.1000000000000005,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2,2.2
2012-03-19,2.0,7.2,-1.1,3.0,rain,5.8500000000000005,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05,3.05
2012-03-20,3.6,7.8,2.2,6.4,rain,7.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2012-03-21,1.3,8.9,1.1,2.5,rain,6.95,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
2012-03-22,4.1,10.0,1.7,2.1,rain,7.25,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85,5.85
2012-03-23,0.0,12.2,0.6,2.8,sun,6.7,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.3999999999999995
2012-03-24,0.0,15.0,3.3,5.2,sun,8.05,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15
2012-03-25,0.0,13.3,2.2,2.7,rain,7.5,7.75,7.75,7.75,7.75,7.75,7.75,7.75,7.75,7.75,7.75,7.75,7.75,7.75,7.75,7.75
2012-03-26,0.0,12.8,6.1,4.3,drizzle,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45
2012-03-27,4.8,14.4,6.7,3.8,rain,9.75,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55
2012-03-28,1.3,10.6,7.2,5.9,rain,10.0,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9
2012-03-29,27.4,10.0,6.1,4.4,rain,9.45,8.05,8.05,8.05,8.05,8.05,8.05,8.05,8.05,8.05,8.05,8.05,8.05,8.05,8.05,8.05
2012-03-30,5.6,9.4,5.0,4.7,rain,8.9,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2
2012-03-31,13.2,10.0,2.8,3.4,rain,7.800000000000001,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4,6.4
2012-04-01,1.5,8.9,4.4,6.8,rain,8.600000000000001,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65
2012-04-02,0.0,16.7,4.4,3.1,sun,8.600000000000001,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55,10.55
2012-04-03,1.5,11.7,3.3,3.1,rain,8.05,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5
2012-04-04,0.0,10.6,2.8,2.1,sun,7.800000000000001,6.699999999999999,6.699999999999999,6.699999999999999,6.699999999999999,6.699999999999999,6.699999999999999,6.699999999999999,6.699999999999999,6.699999999999999,6.699999999999999,6.699999999999999,6.699999999999999,6.699999999999999,6.699999999999999,6.699999999999999
2012-04-05,4.6,9.4,2.8,1.8,snow,7.800000000000001,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1,6.1
2012-04-06,0.3,11.1,3.3,2.6,rain,8.05,7.199999999999999,7.199999999999999,7.199999999999999,7.199999999999999,7.199999999999999,7.199999999999999,7.199999999999999,7.199999999999999,7.199999999999999,7.199999999999999,7.199999999999999,7.199999999999999,7.199999999999999,7.199999999999999,7.199999999999999
2012-04-07,0.0,16.1,1.7,4.3,sun,7.25,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9
2012-04-08,0.0,21.1,7.2,4.1,sun,10.0,14.15,14.15,14.15,14.15,14.15,14.15,14.15,14.15,14.15,14.15,14.15,14.15,14.15,14.15,14.15
2012-04-09,0.0,20.0,6.1,2.1,sun,9.45,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05
2012-04-10,0.0,17.8,8.9,3.2,rain,10.85,13.35,13.35,13.35,13.35,13.35,13.35,13.35,13.35,13.35,13.35,13.35,13.35,13.35,13.35,13.350000000000001
2012-04-11,2.3,11.1,7.2,2.6,rain,10.0,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15
2012-04-12,0.5,13.9,5.6,2.6,rain,9.2,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75,9.75
2012-04-13,0.0,15.0,3.9,4.0,drizzle,8.35,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45
2012-04-14,0.0,15.6,3.3,3.0,sun,8.05,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45
2012-04-15,0.0,16.1,7.2,2.9,rain,10.0,11.65,11.65,11.65,11.65,11.65,11.65,11.65,11.65,11.65,11.65,11.65,11.65,11.65,11.65,11.65
2012-04-16,8.1,13.3,6.7,5.8,rain,9.75,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
2012-04-17,1.8,10.0,4.4,2.0,rain,8.600000000000001,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2,7.2
2012-04-18,1.8,13.3,7.2,3.9,rain,10.0,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.25,10.25
2012-04-19,10.9,13.9,5.0,2.6,rain,8.9,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45
2012-04-20,6.6,13.3,6.7,2.7,rain,9.75,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
2012-04-21,0.0,20.0,4.4,2.3,sun,8.600000000000001,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2
2012-04-22,0.0,23.3,8.3,2.6,rain,10.55,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8,15.8
2012-04-23,0.0,21.7,8.9,3.5,sun,10.85,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3,15.3
2012-04-24,4.3,13.9,10.0,2.8,rain,11.4,11.95,11.95,11.95,11.95,11.95,11.95,11.95,11.95,11.95,11.95,11.95,11.95,11.95,11.95,11.95
2012-04-25,10.7,16.7,8.9,2.6,rain,10.85,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8,12.8
2012-04-26,3.8,13.9,6.7,5.2,rain,9.75,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3,10.3
2012-04-27,0.8,13.3,6.1,4.8,rain,9.45,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7,9.7
2012-04-28,0.0,16.1,8.3,2.5,drizzle,10.55,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.2,12.200000000000001
2012-04-29,4.3,15.6,8.9,1.6,rain,10.85,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12.25
2012-04-30,4.3,12.8,7.2,8.0,rain,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
2012-05-01,0.5,11.7,6.1,6.4,rain,9.45,8.899999999999999,8.899999999999999,8.899999999999999,8.899999999999999,8.899999999999999,8.899999999999999,8.899999999999999,8.899999999999999,8.899999999999999,8.899999999999999,8.899999999999999,8.899999999999999,8.899999999999999,8.899999999999999,8.899999999999999
2012-05-02,0.5,13.3,5.6,2.5,rain,9.2,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45,9.45
2012-05-03,18.5,11.1,7.2,3.4,rain,10.0,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15
2012-05-04,1.8,12.2,6.1,4.6,rain,9.45,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.149999999999999
2012-05-05,0.0,13.3,5.0,2.3,sun,8.9,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15
2012-05-06,0.0,17.8,5.0,2.4,sun,8.9,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4,11.4
2012-05-07,0.0,23.9,6.1,2.2,sun,9.45,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
2012-05-08,0.0,18.3,9.4,3.0,sun,11.1,13.85,13.85,13.85,13.85,13.85,13.85,13.85,13.85,13.85,13.85,13.85,13.85,13.85,13.85,13.850000000000001
2012-05-09,0.0,13.3,6.7,3.9,rain,9.75,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
2012-05-10,0.0,14.4,3.9,3.0,sun,8.35,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15,9.15
2012-05-11,0.0,18.3,4.4,4.3,sun,8.600000000000001,11.35,11.35,11.35,11.35,11.35,11.35,11.35,11.35,11.35,11.35,11.35,11.35,11.35,11.35,11.350000000000001
2012-05-12,0.0,24.4,6.7,3.4,sun,9.75,15.55,15.55,15.55,15.55,15.55,15.55,15.55,15.55,15.55,15.55,15.55,15.55,15.55,15.55,15.549999999999999
2012-05-13,0.0,25.6,9.4,4.2,sun,11.1,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5,17.5
2012-05-14,0.0,26.7,12.8,3.8,sun,12.8,19.75,19.75,19.75,19.75,19.75,19.75,19.75,19.75,19.75,19.75,19.75,19.75,19.75,19.75,19.75
2012-05-15,0.0,24.4,9.4,4.1,drizzle,11.1,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9,16.9
2012-05-16,0.0,19.4,9.4,3.5,sun,11.1,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.4,14.399999999999999
2012-05-17,0.0,17.8,6.7,2.9,rain,9.75,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12.25,12.25
2012-05-18,0.0,15.6,7.8,3.1,rain,10.3,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7,11.7
2012-05-19,0.0,19.4,7.2,1.5,sun,10.0,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.299999999999999
2012-05-20,6.4,14.4,11.7,1.3,rain,12.25,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05,13.05
